time,close,high,low,open,volumefrom,volumeto
2015-01-09,1.0,1.0,1.0,1.0,0.00023999999999999998,0.00023999999999999998
2015-01-10,0.99,1.0,0.99,1.0,0.2277,0.2256
2015-01-11,0.99,0.99,0.99,0.99,0.0,0.0
2015-01-12,0.99,0.99,0.99,0.99,0.0,0.0
2015-01-13,0.99,0.99,0.99,0.99,0.0,0.0
2015-01-14,0.99,0.99,0.99,0.99,0.0,0.0
2015-01-15,1.0,1.0,0.99,0.99,4.984,4.984
2015-01-16,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-17,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-18,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-19,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-20,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-21,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-22,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-23,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-24,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-25,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-26,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-27,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-28,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-29,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-30,1.0,1.0,1.0,1.0,0.0,0.0
2015-01-31,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-01,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-02,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-03,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-04,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-05,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-06,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-07,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-08,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-09,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-10,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-11,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-12,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-13,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-14,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-15,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-16,1.0,1.0,1.0,1.0,0.0,0.0
2015-02-17,1.15,1.15,1.0,1.0,2.504,2.8789999999999996
2015-02-18,1.15,1.15,1.15,1.15,0.0,0.0
2015-02-19,1.15,1.15,1.15,1.15,0.0,0.0
2015-02-20,1.15,1.15,1.15,1.15,0.0,0.0
2015-02-21,1.5,1.5,1.15,1.15,0.0001415,0.00021219999999999998
2015-02-22,1.5,1.5,1.5,1.5,0.0,0.0
2015-02-23,1.5,1.5,1.5,1.5,0.0,0.0
2015-02-24,1.5,1.5,1.5,1.5,0.0,0.0
2015-02-25,1.5,1.5,1.5,1.5,0.0,0.0
2015-02-26,1.5,1.5,1.5,1.5,0.0,0.0
2015-02-27,1.5,1.5,1.5,1.5,0.0,0.0
2015-02-28,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-01,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-02,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-03,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-04,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-05,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-06,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-07,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-08,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-09,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-10,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-11,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-12,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-13,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-14,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-15,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-16,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-17,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-18,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-19,1.5,1.5,1.5,1.5,0.0,0.0
2015-03-20,1.5,1.5,1.5,1.5,0.0,0.0
